country,subnational1,driver,year,tree_cover_loss_ha
Indonesia,Banten,Other natural disturbances,2009,12
Indonesia,Banten,Permanent agriculture,2009,2343
Indonesia,Banten,Settlements & Infrastructure,2009,116
Indonesia,Banten,Shifting cultivation,2009,230
Indonesia,Banten,Hard commodities,2010,20
Indonesia,Banten,Logging,2010,1
Indonesia,Banten,Other natural disturbances,2010,17
Indonesia,Banten,Permanent agriculture,2010,1355
Indonesia,Banten,Settlements & Infrastructure,2010,75
Indonesia,Banten,Shifting cultivation,2010,144
Indonesia,Banten,Hard commodities,2011,27
Indonesia,Banten,Logging,2011,1
Indonesia,Banten,Other natural disturbances,2011,8
Indonesia,Banten,Permanent agriculture,2011,2011
Indonesia,Banten,Settlements & Infrastructure,2011,128
Indonesia,Banten,Shifting cultivation,2011,131
Indonesia,Banten,Wildfire,2011,1
Indonesia,Banten,Hard commodities,2012,31
Indonesia,Banten,Logging,2012,2
Indonesia,Banten,Other natural disturbances,2012,8
Indonesia,Banten,Permanent agriculture,2012,2873
Indonesia,Banten,Settlements & Infrastructure,2012,114
Indonesia,Banten,Shifting cultivation,2012,221
Indonesia,Banten,Hard commodities,2013,30
Indonesia,Banten,Logging,2013,1
Indonesia,Banten,Other natural disturbances,2013,3
Indonesia,Banten,Permanent agriculture,2013,1549
Indonesia,Banten,Settlements & Infrastructure,2013,66
Indonesia,Banten,Shifting cultivation,2013,176
Indonesia,Banten,Hard commodities,2014,47
Indonesia,Banten,Logging,2014,6
Indonesia,Banten,Other natural disturbances,2014,9
Indonesia,Banten,Permanent agriculture,2014,1681
Indonesia,Banten,Settlements & Infrastructure,2014,77
Indonesia,Banten,Shifting cultivation,2014,448
Indonesia,Banten,Wildfire,2014,0
Indonesia,Banten,Hard commodities,2015,69
Indonesia,Banten,Logging,2015,3
Indonesia,Banten,Other natural disturbances,2015,4
Indonesia,Banten,Permanent agriculture,2015,2013
Indonesia,Banten,Settlements & Infrastructure,2015,64
Indonesia,Banten,Shifting cultivation,2015,508
Indonesia,Banten,Hard commodities,2016,74
Indonesia,Banten,Logging,2016,2
Indonesia,Banten,Other natural disturbances,2016,6
Indonesia,Banten,Permanent agriculture,2016,1310
Indonesia,Banten,Settlements & Infrastructure,2016,90
Indonesia,Banten,Shifting cultivation,2016,416
Indonesia,Banten,Wildfire,2016,64
Indonesia,Banten,Hard commodities,2017,68
Indonesia,Banten,Logging,2017,5
Indonesia,Banten,Other natural disturbances,2017,17
Indonesia,Banten,Permanent agriculture,2017,2378
Indonesia,Banten,Settlements & Infrastructure,2017,178
Indonesia,Banten,Shifting cultivation,2017,833
Indonesia,Banten,Wildfire,2017,1
Indonesia,Banten,Hard commodities,2018,54
Indonesia,Banten,Logging,2018,7
Indonesia,Banten,Other natural disturbances,2018,17
Indonesia,Banten,Permanent agriculture,2018,2652
Indonesia,Banten,Settlements & Infrastructure,2018,107
Indonesia,Banten,Shifting cultivation,2018,558
Indonesia,Banten,Hard commodities,2019,52
Indonesia,Banten,Logging,2019,24
Indonesia,Banten,Other natural disturbances,2019,326
Indonesia,Banten,Permanent agriculture,2019,3564
Indonesia,Banten,Settlements & Infrastructure,2019,219
Indonesia,Banten,Shifting cultivation,2019,454
Indonesia,Banten,Wildfire,2019,66
Indonesia,Banten,Hard commodities,2020,42
Indonesia,Banten,Logging,2020,2
Indonesia,Banten,Other natural disturbances,2020,35
Indonesia,Banten,Permanent agriculture,2020,1526
Indonesia,Banten,Settlements & Infrastructure,2020,92
Indonesia,Banten,Shifting cultivation,2020,305
Indonesia,Banten,Wildfire,2020,33
Indonesia,Banten,Hard commodities,2021,82
Indonesia,Banten,Logging,2021,2
Indonesia,Banten,Other natural disturbances,2021,6
Indonesia,Banten,Permanent agriculture,2021,1402
Indonesia,Banten,Settlements & Infrastructure,2021,156
Indonesia,Banten,Shifting cultivation,2021,262
Indonesia,Banten,Wildfire,2021,0
Indonesia,Banten,Hard commodities,2022,113
Indonesia,Banten,Logging,2022,2
Indonesia,Banten,Other natural disturbances,2022,19
Indonesia,Banten,Permanent agriculture,2022,1081
Indonesia,Banten,Settlements & Infrastructure,2022,105
Indonesia,Banten,Shifting cultivation,2022,221
Indonesia,Banten,Hard commodities,2023,207
Indonesia,Banten,Logging,2023,2
Indonesia,Banten,Other natural disturbances,2023,2
Indonesia,Banten,Permanent agriculture,2023,2986
Indonesia,Banten,Settlements & Infrastructure,2023,217
Indonesia,Banten,Shifting cultivation,2023,323
Indonesia,Banten,Wildfire,2023,0
Indonesia,Banten,Hard commodities,2024,98
Indonesia,Banten,Logging,2024,8
Indonesia,Banten,Other natural disturbances,2024,4
Indonesia,Banten,Permanent agriculture,2024,2647
Indonesia,Banten,Settlements & Infrastructure,2024,95
Indonesia,Banten,Shifting cultivation,2024,384
Indonesia,Banten,Wildfire,2024,18
Indonesia,Banten,Hard commodities,2025,55
Indonesia,Banten,Logging,2025,3
Indonesia,Banten,Other natural disturbances,2025,8
Indonesia,Banten,Permanent agriculture,2025,1806
Indonesia,Banten,Settlements & Infrastructure,2025,75
Indonesia,Banten,Shifting cultivation,2025,424
Indonesia,Banten,Wildfire,2025,10
Indonesia,Bengkulu,Hard commodities,2001,47
Indonesia,Bengkulu,Logging,2001,139
Indonesia,Bengkulu,Other natural disturbances,2001,11
Indonesia,Bengkulu,Permanent agriculture,2001,11757
Indonesia,Bengkulu,Settlements & Infrastructure,2001,21
Indonesia,Bengkulu,Shifting cultivation,2001,2214
Indonesia,Bengkulu,Wildfire,2001,0
Indonesia,Bengkulu,Hard commodities,2002,25
Indonesia,Bengkulu,Logging,2002,86
Indonesia,Bengkulu,Other natural disturbances,2002,8
Indonesia,Bengkulu,Permanent agriculture,2002,8682
Indonesia,Bengkulu,Settlements & Infrastructure,2002,18
Indonesia,Bengkulu,Shifting cultivation,2002,1598
Indonesia,Bengkulu,Wildfire,2002,0
Indonesia,Bengkulu,Hard commodities,2003,14
Indonesia,Bengkulu,Logging,2003,623
Indonesia,Bengkulu,Other natural disturbances,2003,17
Indonesia,Bengkulu,Permanent agriculture,2003,6493
Indonesia,Bengkulu,Settlements & Infrastructure,2003,8
Indonesia,Bengkulu,Shifting cultivation,2003,937
Indonesia,Bengkulu,Wildfire,2003,3
Indonesia,Bengkulu,Hard commodities,2004,48
Indonesia,Bengkulu,Logging,2004,434
Indonesia,Bengkulu,Other natural disturbances,2004,10
Indonesia,Bengkulu,Permanent agriculture,2004,21536
Indonesia,Bengkulu,Settlements & Infrastructure,2004,39
Indonesia,Bengkulu,Shifting cultivation,2004,3906
Indonesia,Bengkulu,Wildfire,2004,1
Indonesia,Bengkulu,Hard commodities,2005,70
Indonesia,Bengkulu,Logging,2005,224
Indonesia,Bengkulu,Other natural disturbances,2005,8
Indonesia,Bengkulu,Permanent agriculture,2005,10926
Indonesia,Bengkulu,Settlements & Infrastructure,2005,31
Indonesia,Bengkulu,Shifting cultivation,2005,1876
Indonesia,Bengkulu,Hard commodities,2006,72
Indonesia,Bengkulu,Logging,2006,111
Indonesia,Bengkulu,Other natural disturbances,2006,5
Indonesia,Bengkulu,Permanent agriculture,2006,19914
Indonesia,Bengkulu,Settlements & Infrastructure,2006,92
Indonesia,Bengkulu,Shifting cultivation,2006,3384
Indonesia,Bengkulu,Wildfire,2006,5
Indonesia,Bengkulu,Hard commodities,2007,45
Indonesia,Bengkulu,Logging,2007,112
Indonesia,Bengkulu,Other natural disturbances,2007,13
Indonesia,Bengkulu,Permanent agriculture,2007,15798
Indonesia,Bengkulu,Settlements & Infrastructure,2007,26
Indonesia,Bengkulu,Shifting cultivation,2007,1434
Indonesia,Bengkulu,Wildfire,2007,143
Indonesia,Bengkulu,Hard commodities,2008,120
Indonesia,Bengkulu,Logging,2008,214
Indonesia,Bengkulu,Other natural disturbances,2008,42
Indonesia,Bengkulu,Permanent agriculture,2008,18201
Indonesia,Bengkulu,Settlements & Infrastructure,2008,60
Indonesia,Bengkulu,Shifting cultivation,2008,3680
Indonesia,Bengkulu,Wildfire,2008,30
Indonesia,Bengkulu,Hard commodities,2009,80
Indonesia,Bengkulu,Logging,2009,185
Indonesia,Bengkulu,Other natural disturbances,2009,30
Indonesia,Bengkulu,Permanent agriculture,2009,16556
Indonesia,Bengkulu,Settlements & Infrastructure,2009,35
Indonesia,Bengkulu,Shifting cultivation,2009,1851
Indonesia,Bengkulu,Wildfire,2009,12
Indonesia,Bengkulu,Hard commodities,2010,49
Indonesia,Bengkulu,Logging,2010,38
Indonesia,Bengkulu,Other natural disturbances,2010,21
Indonesia,Bengkulu,Permanent agriculture,2010,14066
Indonesia,Bengkulu,Settlements & Infrastructure,2010,37
Indonesia,Bengkulu,Shifting cultivation,2010,1778
Indonesia,Bengkulu,Wildfire,2010,11
Indonesia,Bengkulu,Hard commodities,2011,60
Indonesia,Bengkulu,Logging,2011,122
Indonesia,Bengkulu,Other natural disturbances,2011,14
Indonesia,Bengkulu,Permanent agriculture,2011,22404
Indonesia,Bengkulu,Settlements & Infrastructure,2011,55
Indonesia,Bengkulu,Shifting cultivation,2011,1890
Indonesia,Bengkulu,Wildfire,2011,9
Indonesia,Bengkulu,Hard commodities,2012,90
Indonesia,Bengkulu,Logging,2012,403
Indonesia,Bengkulu,Other natural disturbances,2012,57
Indonesia,Bengkulu,Permanent agriculture,2012,23294
Indonesia,Bengkulu,Settlements & Infrastructure,2012,88
Indonesia,Bengkulu,Shifting cultivation,2012,3762
Indonesia,Bengkulu,Wildfire,2012,38
Indonesia,Bengkulu,Hard commodities,2013,15
Indonesia,Bengkulu,Logging,2013,244
Indonesia,Bengkulu,Other natural disturbances,2013,40
Indonesia,Bengkulu,Permanent agriculture,2013,11925
Indonesia,Bengkulu,Settlements & Infrastructure,2013,6
Indonesia,Bengkulu,Shifting cultivation,2013,1917
Indonesia,Bengkulu,Wildfire,2013,0
Indonesia,Bengkulu,Hard commodities,2014,43
Indonesia,Bengkulu,Logging,2014,229
Indonesia,Bengkulu,Other natural disturbances,2014,27
Indonesia,Bengkulu,Permanent agriculture,2014,16732
Indonesia,Bengkulu,Settlements & Infrastructure,2014,24
Indonesia,Bengkulu,Shifting cultivation,2014,3245
Indonesia,Bengkulu,Wildfire,2014,3
Indonesia,Bengkulu,Hard commodities,2015,41
Indonesia,Bengkulu,Logging,2015,254
Indonesia,Bengkulu,Other natural disturbances,2015,55
Indonesia,Bengkulu,Permanent agriculture,2015,15772
Indonesia,Bengkulu,Settlements & Infrastructure,2015,49
Indonesia,Bengkulu,Shifting cultivation,2015,4016
Indonesia,Bengkulu,Wildfire,2015,5
Indonesia,Bengkulu,Hard commodities,2016,70
Indonesia,Bengkulu,Logging,2016,194
Indonesia,Bengkulu,Other natural disturbances,2016,160
Indonesia,Bengkulu,Permanent agriculture,2016,18861
Indonesia,Bengkulu,Settlements & Infrastructure,2016,70
Indonesia,Bengkulu,Shifting cultivation,2016,4977
Indonesia,Bengkulu,Wildfire,2016,21
Indonesia,Bengkulu,Hard commodities,2017,109
Indonesia,Bengkulu,Logging,2017,446
Indonesia,Bengkulu,Other natural disturbances,2017,82
Indonesia,Bengkulu,Permanent agriculture,2017,21790
Indonesia,Bengkulu,Settlements & Infrastructure,2017,87
Indonesia,Bengkulu,Shifting cultivation,2017,4704
Indonesia,Bengkulu,Wildfire,2017,2
Indonesia,Bengkulu,Hard commodities,2018,129
Indonesia,Bengkulu,Logging,2018,278
Indonesia,Bengkulu,Other natural disturbances,2018,50
Indonesia,Bengkulu,Permanent agriculture,2018,19598
Indonesia,Bengkulu,Settlements & Infrastructure,2018,30
Indonesia,Bengkulu,Shifting cultivation,2018,4530
Indonesia,Bengkulu,Wildfire,2018,2
Indonesia,Bengkulu,Hard commodities,2019,83
Indonesia,Bengkulu,Logging,2019,264
Indonesia,Bengkulu,Other natural disturbances,2019,142
Indonesia,Bengkulu,Permanent agriculture,2019,14446
Indonesia,Bengkulu,Settlements & Infrastructure,2019,86
Indonesia,Bengkulu,Shifting cultivation,2019,3166
Indonesia,Bengkulu,Wildfire,2019,4
Indonesia,Bengkulu,Hard commodities,2020,52
Indonesia,Bengkulu,Logging,2020,173
Indonesia,Bengkulu,Other natural disturbances,2020,76
Indonesia,Bengkulu,Permanent agriculture,2020,13159
Indonesia,Bengkulu,Settlements & Infrastructure,2020,36
Indonesia,Bengkulu,Shifting cultivation,2020,2801
Indonesia,Bengkulu,Wildfire,2020,4
Indonesia,Bengkulu,Hard commodities,2021,68
Indonesia,Bengkulu,Logging,2021,129
Indonesia,Bengkulu,Other natural disturbances,2021,35
Indonesia,Bengkulu,Permanent agriculture,2021,12253
Indonesia,Bengkulu,Settlements & Infrastructure,2021,30
Indonesia,Bengkulu,Shifting cultivation,2021,1802
Indonesia,Bengkulu,Wildfire,2021,3
Indonesia,Bengkulu,Hard commodities,2022,80
Indonesia,Bengkulu,Logging,2022,391
Indonesia,Bengkulu,Other natural disturbances,2022,40
Indonesia,Bengkulu,Permanent agriculture,2022,20772
Indonesia,Bengkulu,Settlements & Infrastructure,2022,19
Indonesia,Bengkulu,Shifting cultivation,2022,2490
Indonesia,Bengkulu,Wildfire,2022,1
Indonesia,Bengkulu,Hard commodities,2023,197
Indonesia,Bengkulu,Logging,2023,413
Indonesia,Bengkulu,Other natural disturbances,2023,33
Indonesia,Bengkulu,Permanent agriculture,2023,25909
Indonesia,Bengkulu,Settlements & Infrastructure,2023,74
Indonesia,Bengkulu,Shifting cultivation,2023,3283
Indonesia,Bengkulu,Wildfire,2023,1
Indonesia,Bengkulu,Hard commodities,2024,76
Indonesia,Bengkulu,Logging,2024,872
Indonesia,Bengkulu,Other natural disturbances,2024,53
Indonesia,Bengkulu,Permanent agriculture,2024,16969
Indonesia,Bengkulu,Settlements & Infrastructure,2024,28
Indonesia,Bengkulu,Shifting cultivation,2024,2994
Indonesia,Bengkulu,Hard commodities,2025,95
Indonesia,Bengkulu,Logging,2025,1442
Indonesia,Bengkulu,Other natural disturbances,2025,108
Indonesia,Bengkulu,Permanent agriculture,2025,20598
Indonesia,Bengkulu,Settlements & Infrastructure,2025,23
Indonesia,Bengkulu,Shifting cultivation,2025,4886
Indonesia,Bengkulu,Wildfire,2025,5
Indonesia,Gorontalo,Hard commodities,2001,13
Indonesia,Gorontalo,Logging,2001,92
Indonesia,Gorontalo,Other natural disturbances,2001,10
Indonesia,Gorontalo,Permanent agriculture,2001,3151
Indonesia,Gorontalo,Settlements & Infrastructure,2001,6
Indonesia,Gorontalo,Shifting cultivation,2001,215
Indonesia,Gorontalo,Wildfire,2001,1
Indonesia,Gorontalo,Hard commodities,2002,36
Indonesia,Gorontalo,Logging,2002,261
Indonesia,Gorontalo,Other natural disturbances,2002,20
Indonesia,Gorontalo,Permanent agriculture,2002,7165
Indonesia,Gorontalo,Settlements & Infrastructure,2002,2
Indonesia,Gorontalo,Shifting cultivation,2002,522
Indonesia,Gorontalo,Wildfire,2002,1
Indonesia,Gorontalo,Hard commodities,2003,25
Indonesia,Gorontalo,Logging,2003,158
Indonesia,Gorontalo,Other natural disturbances,2003,27
Indonesia,Gorontalo,Permanent agriculture,2003,2228
Indonesia,Gorontalo,Settlements & Infrastructure,2003,7
Indonesia,Gorontalo,Shifting cultivation,2003,351
Indonesia,Gorontalo,Wildfire,2003,0
Indonesia,Gorontalo,Hard commodities,2004,23
Indonesia,Gorontalo,Logging,2004,117
Indonesia,Gorontalo,Other natural disturbances,2004,11
Indonesia,Gorontalo,Permanent agriculture,2004,6287
Indonesia,Gorontalo,Settlements & Infrastructure,2004,13
Indonesia,Gorontalo,Shifting cultivation,2004,483
Indonesia,Gorontalo,Wildfire,2004,8
Indonesia,Gorontalo,Hard commodities,2005,11
Indonesia,Gorontalo,Logging,2005,264
Indonesia,Gorontalo,Other natural disturbances,2005,12
Indonesia,Gorontalo,Permanent agriculture,2005,3506
Indonesia,Gorontalo,Settlements & Infrastructure,2005,5
Indonesia,Gorontalo,Shifting cultivation,2005,430
Indonesia,Gorontalo,Wildfire,2005,5
Indonesia,Gorontalo,Hard commodities,2006,6
Indonesia,Gorontalo,Logging,2006,178
Indonesia,Gorontalo,Other natural disturbances,2006,8
Indonesia,Gorontalo,Permanent agriculture,2006,4717
Indonesia,Gorontalo,Settlements & Infrastructure,2006,4
Indonesia,Gorontalo,Shifting cultivation,2006,315
Indonesia,Gorontalo,Wildfire,2006,14
Indonesia,Gorontalo,Hard commodities,2007,43
Indonesia,Gorontalo,Logging,2007,145
Indonesia,Gorontalo,Other natural disturbances,2007,32
Indonesia,Gorontalo,Permanent agriculture,2007,3776
Indonesia,Gorontalo,Settlements & Infrastructure,2007,22
Indonesia,Gorontalo,Shifting cultivation,2007,292
Indonesia,Gorontalo,Wildfire,2007,10
Indonesia,Gorontalo,Hard commodities,2008,16
Indonesia,Gorontalo,Logging,2008,71
Indonesia,Gorontalo,Other natural disturbances,2008,11
Indonesia,Gorontalo,Permanent agriculture,2008,1569
Indonesia,Gorontalo,Settlements & Infrastructure,2008,6
Indonesia,Gorontalo,Shifting cultivation,2008,114
Indonesia,Gorontalo,Wildfire,2008,0
Indonesia,Gorontalo,Hard commodities,2009,71
Indonesia,Gorontalo,Logging,2009,151
Indonesia,Gorontalo,Other natural disturbances,2009,59
Indonesia,Gorontalo,Permanent agriculture,2009,10420
Indonesia,Gorontalo,Settlements & Infrastructure,2009,91
Indonesia,Gorontalo,Shifting cultivation,2009,449
Indonesia,Gorontalo,Wildfire,2009,4
Indonesia,Gorontalo,Hard commodities,2010,6
Indonesia,Gorontalo,Logging,2010,21
Indonesia,Gorontalo,Other natural disturbances,2010,16
Indonesia,Gorontalo,Permanent agriculture,2010,1428
Indonesia,Gorontalo,Settlements & Infrastructure,2010,7
Indonesia,Gorontalo,Shifting cultivation,2010,80
Indonesia,Gorontalo,Wildfire,2010,0
Indonesia,Gorontalo,Hard commodities,2011,6
Indonesia,Gorontalo,Logging,2011,34
Indonesia,Gorontalo,Other natural disturbances,2011,20
Indonesia,Gorontalo,Permanent agriculture,2011,2811
Indonesia,Gorontalo,Settlements & Infrastructure,2011,6
Indonesia,Gorontalo,Shifting cultivation,2011,78
Indonesia,Gorontalo,Wildfire,2011,3
Indonesia,Gorontalo,Hard commodities,2012,15
Indonesia,Gorontalo,Logging,2012,132
Indonesia,Gorontalo,Other natural disturbances,2012,22
Indonesia,Gorontalo,Permanent agriculture,2012,3623
Indonesia,Gorontalo,Settlements & Infrastructure,2012,12
Indonesia,Gorontalo,Shifting cultivation,2012,78
Indonesia,Gorontalo,Wildfire,2012,7
Indonesia,Gorontalo,Hard commodities,2013,11
Indonesia,Gorontalo,Logging,2013,696
Indonesia,Gorontalo,Other natural disturbances,2013,18
Indonesia,Gorontalo,Permanent agriculture,2013,5107
Indonesia,Gorontalo,Settlements & Infrastructure,2013,6
Indonesia,Gorontalo,Shifting cultivation,2013,85
Indonesia,Gorontalo,Wildfire,2013,1
Indonesia,Gorontalo,Hard commodities,2014,22
Indonesia,Gorontalo,Logging,2014,1116
Indonesia,Gorontalo,Other natural disturbances,2014,52
Indonesia,Gorontalo,Permanent agriculture,2014,8705
Indonesia,Gorontalo,Settlements & Infrastructure,2014,18
Indonesia,Gorontalo,Shifting cultivation,2014,417
Indonesia,Gorontalo,Wildfire,2014,5
Indonesia,Gorontalo,Hard commodities,2015,43
Indonesia,Gorontalo,Logging,2015,2185
Indonesia,Gorontalo,Other natural disturbances,2015,234
Indonesia,Gorontalo,Permanent agriculture,2015,9861
Indonesia,Gorontalo,Settlements & Infrastructure,2015,16
Indonesia,Gorontalo,Shifting cultivation,2015,790
Indonesia,Gorontalo,Wildfire,2015,104
Indonesia,Gorontalo,Hard commodities,2016,36
Indonesia,Gorontalo,Logging,2016,1890
Indonesia,Gorontalo,Other natural disturbances,2016,296
Indonesia,Gorontalo,Permanent agriculture,2016,7293
Indonesia,Gorontalo,Settlements & Infrastructure,2016,27
Indonesia,Gorontalo,Shifting cultivation,2016,519
Indonesia,Gorontalo,Wildfire,2016,828
Indonesia,Gorontalo,Hard commodities,2017,48
Indonesia,Gorontalo,Logging,2017,911
Indonesia,Gorontalo,Other natural disturbances,2017,35
Indonesia,Gorontalo,Permanent agriculture,2017,6379
Indonesia,Gorontalo,Settlements & Infrastructure,2017,15
Indonesia,Gorontalo,Shifting cultivation,2017,428
Indonesia,Gorontalo,Wildfire,2017,28
Indonesia,Gorontalo,Hard commodities,2018,43
Indonesia,Gorontalo,Logging,2018,1188
Indonesia,Gorontalo,Other natural disturbances,2018,55
Indonesia,Gorontalo,Permanent agriculture,2018,6332
Indonesia,Gorontalo,Settlements & Infrastructure,2018,14
Indonesia,Gorontalo,Shifting cultivation,2018,356
Indonesia,Gorontalo,Wildfire,2018,8
Indonesia,Gorontalo,Hard commodities,2019,112
Indonesia,Gorontalo,Logging,2019,444
Indonesia,Gorontalo,Other natural disturbances,2019,67
Indonesia,Gorontalo,Permanent agriculture,2019,9767
