country,subnational1,driver,year,tree_cover_loss_ha
Indonesia,Lampung,Wildfire,2001,16
Indonesia,Lampung,Hard commodities,2002,5
Indonesia,Lampung,Logging,2002,101
Indonesia,Lampung,Other natural disturbances,2002,60
Indonesia,Lampung,Permanent agriculture,2002,8046
Indonesia,Lampung,Settlements & Infrastructure,2002,29
Indonesia,Lampung,Shifting cultivation,2002,1046
Indonesia,Lampung,Wildfire,2002,35
Indonesia,Lampung,Hard commodities,2003,13
Indonesia,Lampung,Logging,2003,103
Indonesia,Lampung,Other natural disturbances,2003,73
Indonesia,Lampung,Permanent agriculture,2003,4049
Indonesia,Lampung,Settlements & Infrastructure,2003,8
Indonesia,Lampung,Shifting cultivation,2003,660
Indonesia,Lampung,Wildfire,2003,68
Indonesia,Lampung,Hard commodities,2004,15
Indonesia,Lampung,Logging,2004,143
Indonesia,Lampung,Other natural disturbances,2004,37
Indonesia,Lampung,Permanent agriculture,2004,9193
Indonesia,Lampung,Settlements & Infrastructure,2004,29
Indonesia,Lampung,Shifting cultivation,2004,1059
Indonesia,Lampung,Wildfire,2004,17
Indonesia,Lampung,Hard commodities,2005,2
Indonesia,Lampung,Logging,2005,67
Indonesia,Lampung,Other natural disturbances,2005,289
Indonesia,Lampung,Permanent agriculture,2005,8126
Indonesia,Lampung,Settlements & Infrastructure,2005,51
Indonesia,Lampung,Shifting cultivation,2005,633
Indonesia,Lampung,Wildfire,2005,126
Indonesia,Lampung,Hard commodities,2006,20
Indonesia,Lampung,Logging,2006,74
Indonesia,Lampung,Other natural disturbances,2006,241
Indonesia,Lampung,Permanent agriculture,2006,12506
Indonesia,Lampung,Settlements & Infrastructure,2006,52
Indonesia,Lampung,Shifting cultivation,2006,1008
Indonesia,Lampung,Wildfire,2006,126
Indonesia,Lampung,Hard commodities,2007,112
Indonesia,Lampung,Logging,2007,112
Indonesia,Lampung,Other natural disturbances,2007,195
Indonesia,Lampung,Permanent agriculture,2007,13877
Indonesia,Lampung,Settlements & Infrastructure,2007,122
Indonesia,Lampung,Shifting cultivation,2007,1071
Indonesia,Lampung,Wildfire,2007,76
Indonesia,Lampung,Hard commodities,2008,155
Indonesia,Lampung,Logging,2008,762
Indonesia,Lampung,Other natural disturbances,2008,70
Indonesia,Lampung,Permanent agriculture,2008,14304
Indonesia,Lampung,Settlements & Infrastructure,2008,19
Indonesia,Lampung,Shifting cultivation,2008,811
Indonesia,Lampung,Wildfire,2008,38
Indonesia,Lampung,Hard commodities,2009,13
Indonesia,Lampung,Logging,2009,281
Indonesia,Lampung,Other natural disturbances,2009,364
Indonesia,Lampung,Permanent agriculture,2009,21256
Indonesia,Lampung,Settlements & Infrastructure,2009,74
Indonesia,Lampung,Shifting cultivation,2009,1026
Indonesia,Lampung,Wildfire,2009,97
Indonesia,Lampung,Hard commodities,2010,6
Indonesia,Lampung,Logging,2010,98
Indonesia,Lampung,Other natural disturbances,2010,179
Indonesia,Lampung,Permanent agriculture,2010,12613
Indonesia,Lampung,Settlements & Infrastructure,2010,128
Indonesia,Lampung,Shifting cultivation,2010,966
Indonesia,Lampung,Wildfire,2010,75
Indonesia,Lampung,Hard commodities,2011,29
Indonesia,Lampung,Logging,2011,49
Indonesia,Lampung,Other natural disturbances,2011,53
Indonesia,Lampung,Permanent agriculture,2011,15746
Indonesia,Lampung,Settlements & Infrastructure,2011,42
Indonesia,Lampung,Shifting cultivation,2011,807
Indonesia,Lampung,Wildfire,2011,6
Indonesia,Lampung,Hard commodities,2012,19
Indonesia,Lampung,Logging,2012,99
Indonesia,Lampung,Other natural disturbances,2012,560
Indonesia,Lampung,Permanent agriculture,2012,28185
Indonesia,Lampung,Settlements & Infrastructure,2012,204
Indonesia,Lampung,Shifting cultivation,2012,996
Indonesia,Lampung,Wildfire,2012,202
Indonesia,Lampung,Hard commodities,2013,32
Indonesia,Lampung,Logging,2013,21
Indonesia,Lampung,Other natural disturbances,2013,59
Indonesia,Lampung,Permanent agriculture,2013,4657
Indonesia,Lampung,Settlements & Infrastructure,2013,7
Indonesia,Lampung,Shifting cultivation,2013,348
Indonesia,Lampung,Wildfire,2013,17
Indonesia,Lampung,Hard commodities,2014,7
Indonesia,Lampung,Logging,2014,42
Indonesia,Lampung,Other natural disturbances,2014,143
Indonesia,Lampung,Permanent agriculture,2014,10236
Indonesia,Lampung,Settlements & Infrastructure,2014,23
Indonesia,Lampung,Shifting cultivation,2014,882
Indonesia,Lampung,Wildfire,2014,18
Indonesia,Lampung,Hard commodities,2015,12
Indonesia,Lampung,Logging,2015,57
Indonesia,Lampung,Other natural disturbances,2015,169
Indonesia,Lampung,Permanent agriculture,2015,12911
Indonesia,Lampung,Settlements & Infrastructure,2015,29
Indonesia,Lampung,Shifting cultivation,2015,706
Indonesia,Lampung,Wildfire,2015,238
Indonesia,Lampung,Hard commodities,2016,12
Indonesia,Lampung,Logging,2016,76
Indonesia,Lampung,Other natural disturbances,2016,300
Indonesia,Lampung,Permanent agriculture,2016,12840
Indonesia,Lampung,Settlements & Infrastructure,2016,54
Indonesia,Lampung,Shifting cultivation,2016,910
Indonesia,Lampung,Wildfire,2016,2029
Indonesia,Lampung,Hard commodities,2017,54
Indonesia,Lampung,Logging,2017,92
Indonesia,Lampung,Other natural disturbances,2017,293
Indonesia,Lampung,Permanent agriculture,2017,9395
Indonesia,Lampung,Settlements & Infrastructure,2017,121
Indonesia,Lampung,Shifting cultivation,2017,1372
Indonesia,Lampung,Wildfire,2017,415
Indonesia,Lampung,Hard commodities,2018,48
Indonesia,Lampung,Logging,2018,62
Indonesia,Lampung,Other natural disturbances,2018,297
Indonesia,Lampung,Permanent agriculture,2018,8979
Indonesia,Lampung,Settlements & Infrastructure,2018,67
Indonesia,Lampung,Shifting cultivation,2018,738
Indonesia,Lampung,Wildfire,2018,136
Indonesia,Lampung,Hard commodities,2019,61
Indonesia,Lampung,Logging,2019,109
Indonesia,Lampung,Other natural disturbances,2019,182
Indonesia,Lampung,Permanent agriculture,2019,11861
Indonesia,Lampung,Settlements & Infrastructure,2019,47
Indonesia,Lampung,Shifting cultivation,2019,729
Indonesia,Lampung,Wildfire,2019,173
Indonesia,Lampung,Hard commodities,2020,28
Indonesia,Lampung,Logging,2020,97
Indonesia,Lampung,Other natural disturbances,2020,189
Indonesia,Lampung,Permanent agriculture,2020,7976
Indonesia,Lampung,Settlements & Infrastructure,2020,36
Indonesia,Lampung,Shifting cultivation,2020,561
Indonesia,Lampung,Wildfire,2020,575
Indonesia,Lampung,Hard commodities,2021,10
Indonesia,Lampung,Logging,2021,152
Indonesia,Lampung,Other natural disturbances,2021,32
Indonesia,Lampung,Permanent agriculture,2021,7028
Indonesia,Lampung,Settlements & Infrastructure,2021,31
Indonesia,Lampung,Shifting cultivation,2021,343
Indonesia,Lampung,Wildfire,2021,7
Indonesia,Lampung,Hard commodities,2022,1
Indonesia,Lampung,Logging,2022,172
Indonesia,Lampung,Other natural disturbances,2022,9
Indonesia,Lampung,Permanent agriculture,2022,6169
Indonesia,Lampung,Settlements & Infrastructure,2022,34
Indonesia,Lampung,Shifting cultivation,2022,268
Indonesia,Lampung,Wildfire,2022,366
Indonesia,Lampung,Hard commodities,2023,6
Indonesia,Lampung,Logging,2023,175
Indonesia,Lampung,Other natural disturbances,2023,69
Indonesia,Lampung,Permanent agriculture,2023,20442
Indonesia,Lampung,Settlements & Infrastructure,2023,52
Indonesia,Lampung,Shifting cultivation,2023,838
Indonesia,Lampung,Wildfire,2023,42
Indonesia,Lampung,Hard commodities,2024,7
Indonesia,Lampung,Logging,2024,175
Indonesia,Lampung,Other natural disturbances,2024,127
Indonesia,Lampung,Permanent agriculture,2024,12033
Indonesia,Lampung,Settlements & Infrastructure,2024,27
Indonesia,Lampung,Shifting cultivation,2024,540
Indonesia,Lampung,Wildfire,2024,31
Indonesia,Lampung,Hard commodities,2025,7
Indonesia,Lampung,Logging,2025,159
Indonesia,Lampung,Other natural disturbances,2025,87
Indonesia,Lampung,Permanent agriculture,2025,12320
Indonesia,Lampung,Settlements & Infrastructure,2025,34
Indonesia,Lampung,Shifting cultivation,2025,901
Indonesia,Lampung,Wildfire,2025,37
Indonesia,Maluku,Hard commodities,2001,5
Indonesia,Maluku,Logging,2001,795
Indonesia,Maluku,Other natural disturbances,2001,227
Indonesia,Maluku,Permanent agriculture,2001,2004
Indonesia,Maluku,Settlements & Infrastructure,2001,23
Indonesia,Maluku,Shifting cultivation,2001,1197
Indonesia,Maluku,Wildfire,2001,198
Indonesia,Maluku,Hard commodities,2002,7
Indonesia,Maluku,Logging,2002,2075
Indonesia,Maluku,Other natural disturbances,2002,545
Indonesia,Maluku,Permanent agriculture,2002,7379
Indonesia,Maluku,Settlements & Infrastructure,2002,95
Indonesia,Maluku,Shifting cultivation,2002,3018
Indonesia,Maluku,Wildfire,2002,1344
Indonesia,Maluku,Hard commodities,2003,2
Indonesia,Maluku,Logging,2003,973
Indonesia,Maluku,Other natural disturbances,2003,251
Indonesia,Maluku,Permanent agriculture,2003,1555
Indonesia,Maluku,Settlements & Infrastructure,2003,15
Indonesia,Maluku,Shifting cultivation,2003,1115
Indonesia,Maluku,Wildfire,2003,345
Indonesia,Maluku,Hard commodities,2004,16
Indonesia,Maluku,Logging,2004,1306
Indonesia,Maluku,Other natural disturbances,2004,369
Indonesia,Maluku,Permanent agriculture,2004,2847
Indonesia,Maluku,Settlements & Infrastructure,2004,46
Indonesia,Maluku,Shifting cultivation,2004,2211
Indonesia,Maluku,Wildfire,2004,489
Indonesia,Maluku,Hard commodities,2005,4
Indonesia,Maluku,Logging,2005,939
Indonesia,Maluku,Other natural disturbances,2005,315
Indonesia,Maluku,Permanent agriculture,2005,2425
Indonesia,Maluku,Settlements & Infrastructure,2005,60
Indonesia,Maluku,Shifting cultivation,2005,1485
Indonesia,Maluku,Wildfire,2005,288
Indonesia,Maluku,Hard commodities,2006,8
Indonesia,Maluku,Logging,2006,2397
Indonesia,Maluku,Other natural disturbances,2006,515
Indonesia,Maluku,Permanent agriculture,2006,5573
Indonesia,Maluku,Settlements & Infrastructure,2006,146
Indonesia,Maluku,Shifting cultivation,2006,2600
Indonesia,Maluku,Wildfire,2006,1081
Indonesia,Maluku,Hard commodities,2007,6
Indonesia,Maluku,Logging,2007,1110
Indonesia,Maluku,Other natural disturbances,2007,289
Indonesia,Maluku,Permanent agriculture,2007,1714
Indonesia,Maluku,Settlements & Infrastructure,2007,62
Indonesia,Maluku,Shifting cultivation,2007,968
Indonesia,Maluku,Wildfire,2007,229
Indonesia,Maluku,Hard commodities,2008,11
Indonesia,Maluku,Logging,2008,554
Indonesia,Maluku,Other natural disturbances,2008,167
Indonesia,Maluku,Permanent agriculture,2008,1594
Indonesia,Maluku,Settlements & Infrastructure,2008,20
Indonesia,Maluku,Shifting cultivation,2008,416
Indonesia,Maluku,Wildfire,2008,124
Indonesia,Maluku,Hard commodities,2009,27
Indonesia,Maluku,Logging,2009,1789
Indonesia,Maluku,Other natural disturbances,2009,726
Indonesia,Maluku,Permanent agriculture,2009,7895
Indonesia,Maluku,Settlements & Infrastructure,2009,139
Indonesia,Maluku,Shifting cultivation,2009,2093
Indonesia,Maluku,Wildfire,2009,608
Indonesia,Maluku,Hard commodities,2010,3
Indonesia,Maluku,Logging,2010,896
Indonesia,Maluku,Other natural disturbances,2010,277
Indonesia,Maluku,Permanent agriculture,2010,2201
Indonesia,Maluku,Settlements & Infrastructure,2010,70
Indonesia,Maluku,Shifting cultivation,2010,663
Indonesia,Maluku,Wildfire,2010,183
Indonesia,Maluku,Hard commodities,2011,9
Indonesia,Maluku,Logging,2011,906
Indonesia,Maluku,Other natural disturbances,2011,383
Indonesia,Maluku,Permanent agriculture,2011,6632
Indonesia,Maluku,Settlements & Infrastructure,2011,100
Indonesia,Maluku,Shifting cultivation,2011,881
Indonesia,Maluku,Wildfire,2011,344
Indonesia,Maluku,Hard commodities,2012,13
Indonesia,Maluku,Logging,2012,1619
Indonesia,Maluku,Other natural disturbances,2012,844
Indonesia,Maluku,Permanent agriculture,2012,6456
Indonesia,Maluku,Settlements & Infrastructure,2012,156
Indonesia,Maluku,Shifting cultivation,2012,1302
Indonesia,Maluku,Wildfire,2012,596
Indonesia,Maluku,Hard commodities,2013,3
Indonesia,Maluku,Logging,2013,893
Indonesia,Maluku,Other natural disturbances,2013,294
Indonesia,Maluku,Permanent agriculture,2013,2419
Indonesia,Maluku,Settlements & Infrastructure,2013,30
Indonesia,Maluku,Shifting cultivation,2013,604
Indonesia,Maluku,Wildfire,2013,320
Indonesia,Maluku,Hard commodities,2014,10
Indonesia,Maluku,Logging,2014,2168
Indonesia,Maluku,Other natural disturbances,2014,901
Indonesia,Maluku,Permanent agriculture,2014,8822
Indonesia,Maluku,Settlements & Infrastructure,2014,154
Indonesia,Maluku,Shifting cultivation,2014,2017
Indonesia,Maluku,Wildfire,2014,958
Indonesia,Maluku,Hard commodities,2015,29
Indonesia,Maluku,Logging,2015,5916
Indonesia,Maluku,Other natural disturbances,2015,2330
Indonesia,Maluku,Permanent agriculture,2015,13226
Indonesia,Maluku,Settlements & Infrastructure,2015,144
Indonesia,Maluku,Shifting cultivation,2015,5351
Indonesia,Maluku,Wildfire,2015,21873
Indonesia,Maluku,Hard commodities,2016,16
Indonesia,Maluku,Logging,2016,4435
Indonesia,Maluku,Other natural disturbances,2016,1864
Indonesia,Maluku,Permanent agriculture,2016,6170
Indonesia,Maluku,Settlements & Infrastructure,2016,132
Indonesia,Maluku,Shifting cultivation,2016,2257
Indonesia,Maluku,Wildfire,2016,12673
Indonesia,Maluku,Hard commodities,2017,21
Indonesia,Maluku,Logging,2017,2602
Indonesia,Maluku,Other natural disturbances,2017,439
Indonesia,Maluku,Permanent agriculture,2017,2400
Indonesia,Maluku,Settlements & Infrastructure,2017,80
Indonesia,Maluku,Shifting cultivation,2017,1321
Indonesia,Maluku,Wildfire,2017,402
Indonesia,Maluku,Hard commodities,2018,39
Indonesia,Maluku,Logging,2018,4249
Indonesia,Maluku,Other natural disturbances,2018,598
Indonesia,Maluku,Permanent agriculture,2018,3942
Indonesia,Maluku,Settlements & Infrastructure,2018,94
Indonesia,Maluku,Shifting cultivation,2018,1771
Indonesia,Maluku,Wildfire,2018,452
Indonesia,Maluku,Hard commodities,2019,51
Indonesia,Maluku,Logging,2019,3731
Indonesia,Maluku,Other natural disturbances,2019,884
Indonesia,Maluku,Permanent agriculture,2019,7312
Indonesia,Maluku,Settlements & Infrastructure,2019,96
Indonesia,Maluku,Shifting cultivation,2019,2486
Indonesia,Maluku,Wildfire,2019,2575
Indonesia,Maluku,Hard commodities,2020,15
Indonesia,Maluku,Logging,2020,1292
Indonesia,Maluku,Other natural disturbances,2020,355
Indonesia,Maluku,Permanent agriculture,2020,2358
Indonesia,Maluku,Settlements & Infrastructure,2020,55
Indonesia,Maluku,Shifting cultivation,2020,1075
Indonesia,Maluku,Wildfire,2020,478
Indonesia,Maluku,Hard commodities,2021,20
Indonesia,Maluku,Logging,2021,1039
Indonesia,Maluku,Other natural disturbances,2021,284
Indonesia,Maluku,Permanent agriculture,2021,1489
Indonesia,Maluku,Settlements & Infrastructure,2021,33
Indonesia,Maluku,Shifting cultivation,2021,621
Indonesia,Maluku,Wildfire,2021,196
Indonesia,Maluku,Hard commodities,2022,38
Indonesia,Maluku,Logging,2022,1260
Indonesia,Maluku,Other natural disturbances,2022,736
Indonesia,Maluku,Permanent agriculture,2022,1862
Indonesia,Maluku,Settlements & Infrastructure,2022,41
Indonesia,Maluku,Shifting cultivation,2022,887
Indonesia,Maluku,Wildfire,2022,179
Indonesia,Maluku,Hard commodities,2023,95
Indonesia,Maluku,Logging,2023,1800
Indonesia,Maluku,Other natural disturbances,2023,974
Indonesia,Maluku,Permanent agriculture,2023,7557
Indonesia,Maluku,Settlements & Infrastructure,2023,84
Indonesia,Maluku,Shifting cultivation,2023,2460
Indonesia,Maluku,Wildfire,2023,1304
Indonesia,Maluku,Hard commodities,2024,19
Indonesia,Maluku,Logging,2024,868
Indonesia,Maluku,Other natural disturbances,2024,470
Indonesia,Maluku,Permanent agriculture,2024,2203
Indonesia,Maluku,Settlements & Infrastructure,2024,31
Indonesia,Maluku,Shifting cultivation,2024,1130
Indonesia,Maluku,Wildfire,2024,467
Indonesia,Maluku,Hard commodities,2025,15
Indonesia,Maluku,Logging,2025,883
Indonesia,Maluku,Other natural disturbances,2025,406
Indonesia,Maluku,Permanent agriculture,2025,1626
Indonesia,Maluku,Settlements & Infrastructure,2025,25
Indonesia,Maluku,Shifting cultivation,2025,949
Indonesia,Maluku,Wildfire,2025,148
Indonesia,Maluku Utara,Hard commodities,2001,199
Indonesia,Maluku Utara,Logging,2001,2014
Indonesia,Maluku Utara,Other natural disturbances,2001,56
Indonesia,Maluku Utara,Permanent agriculture,2001,2183
Indonesia,Maluku Utara,Settlements & Infrastructure,2001,29
Indonesia,Maluku Utara,Shifting cultivation,2001,2626
Indonesia,Maluku Utara,Wildfire,2001,199
Indonesia,Maluku Utara,Hard commodities,2002,1423
Indonesia,Maluku Utara,Logging,2002,4055
Indonesia,Maluku Utara,Other natural disturbances,2002,230
Indonesia,Maluku Utara,Permanent agriculture,2002,7014
Indonesia,Maluku Utara,Settlements & Infrastructure,2002,272
Indonesia,Maluku Utara,Shifting cultivation,2002,6653
Indonesia,Maluku Utara,Wildfire,2002,3676
Indonesia,Maluku Utara,Hard commodities,2003,360
Indonesia,Maluku Utara,Logging,2003,2358
Indonesia,Maluku Utara,Other natural disturbances,2003,240
Indonesia,Maluku Utara,Permanent agriculture,2003,1450
Indonesia,Maluku Utara,Settlements & Infrastructure,2003,33
Indonesia,Maluku Utara,Shifting cultivation,2003,1793
Indonesia,Maluku Utara,Wildfire,2003,3761
Indonesia,Maluku Utara,Hard commodities,2004,173
Indonesia,Maluku Utara,Logging,2004,3978
Indonesia,Maluku Utara,Other natural disturbances,2004,137
Indonesia,Maluku Utara,Permanent agriculture,2004,3363
Indonesia,Maluku Utara,Settlements & Infrastructure,2004,126
Indonesia,Maluku Utara,Shifting cultivation,2004,3906
Indonesia,Maluku Utara,Wildfire,2004,284
Indonesia,Maluku Utara,Hard commodities,2005,152
Indonesia,Maluku Utara,Logging,2005,2475
Indonesia,Maluku Utara,Other natural disturbances,2005,82
Indonesia,Maluku Utara,Permanent agriculture,2005,1537
Indonesia,Maluku Utara,Settlements & Infrastructure,2005,37
Indonesia,Maluku Utara,Shifting cultivation,2005,1871
Indonesia,Maluku Utara,Wildfire,2005,223
Indonesia,Maluku Utara,Hard commodities,2006,469
Indonesia,Maluku Utara,Logging,2006,5407
Indonesia,Maluku Utara,Other natural disturbances,2006,140
Indonesia,Maluku Utara,Permanent agriculture,2006,4506
Indonesia,Maluku Utara,Settlements & Infrastructure,2006,179
Indonesia,Maluku Utara,Shifting cultivation,2006,4851
Indonesia,Maluku Utara,Wildfire,2006,483
Indonesia,Maluku Utara,Hard commodities,2007,193
Indonesia,Maluku Utara,Logging,2007,1781
Indonesia,Maluku Utara,Other natural disturbances,2007,84
Indonesia,Maluku Utara,Permanent agriculture,2007,1787
Indonesia,Maluku Utara,Settlements & Infrastructure,2007,82
Indonesia,Maluku Utara,Shifting cultivation,2007,1275
Indonesia,Maluku Utara,Wildfire,2007,107
Indonesia,Maluku Utara,Hard commodities,2008,327
Indonesia,Maluku Utara,Logging,2008,1482
Indonesia,Maluku Utara,Other natural disturbances,2008,69
Indonesia,Maluku Utara,Permanent agriculture,2008,1563
Indonesia,Maluku Utara,Settlements & Infrastructure,2008,99
Indonesia,Maluku Utara,Shifting cultivation,2008,1174
Indonesia,Maluku Utara,Wildfire,2008,210
Indonesia,Maluku Utara,Hard commodities,2009,465
Indonesia,Maluku Utara,Logging,2009,2922
Indonesia,Maluku Utara,Other natural disturbances,2009,154
Indonesia,Maluku Utara,Permanent agriculture,2009,5000
Indonesia,Maluku Utara,Settlements & Infrastructure,2009,356
Indonesia,Maluku Utara,Shifting cultivation,2009,3814
Indonesia,Maluku Utara,Wildfire,2009,704
Indonesia,Maluku Utara,Hard commodities,2010,541
Indonesia,Maluku Utara,Logging,2010,1501
Indonesia,Maluku Utara,Other natural disturbances,2010,84
Indonesia,Maluku Utara,Permanent agriculture,2010,1791
Indonesia,Maluku Utara,Settlements & Infrastructure,2010,91
Indonesia,Maluku Utara,Shifting cultivation,2010,1767
Indonesia,Maluku Utara,Wildfire,2010,219
Indonesia,Maluku Utara,Hard commodities,2011,453
Indonesia,Maluku Utara,Logging,2011,1239
Indonesia,Maluku Utara,Other natural disturbances,2011,101
Indonesia,Maluku Utara,Permanent agriculture,2011,2086
Indonesia,Maluku Utara,Settlements & Infrastructure,2011,59
Indonesia,Maluku Utara,Shifting cultivation,2011,1584
Indonesia,Maluku Utara,Wildfire,2011,148
Indonesia,Maluku Utara,Hard commodities,2012,482
Indonesia,Maluku Utara,Logging,2012,1612
Indonesia,Maluku Utara,Other natural disturbances,2012,174
Indonesia,Maluku Utara,Permanent agriculture,2012,3600
Indonesia,Maluku Utara,Settlements & Infrastructure,2012,218
Indonesia,Maluku Utara,Shifting cultivation,2012,2515
Indonesia,Maluku Utara,Wildfire,2012,244
Indonesia,Maluku Utara,Hard commodities,2013,141
Indonesia,Maluku Utara,Logging,2013,1166
Indonesia,Maluku Utara,Other natural disturbances,2013,68
Indonesia,Maluku Utara,Permanent agriculture,2013,3073
Indonesia,Maluku Utara,Settlements & Infrastructure,2013,49
Indonesia,Maluku Utara,Shifting cultivation,2013,2023
Indonesia,Maluku Utara,Wildfire,2013,220
Indonesia,Maluku Utara,Hard commodities,2014,345
Indonesia,Maluku Utara,Logging,2014,3175
Indonesia,Maluku Utara,Other natural disturbances,2014,308
Indonesia,Maluku Utara,Permanent agriculture,2014,8796
Indonesia,Maluku Utara,Settlements & Infrastructure,2014,132
Indonesia,Maluku Utara,Shifting cultivation,2014,4639
Indonesia,Maluku Utara,Wildfire,2014,518
Indonesia,Maluku Utara,Hard commodities,2015,702
Indonesia,Maluku Utara,Logging,2015,7665
Indonesia,Maluku Utara,Other natural disturbances,2015,730
Indonesia,Maluku Utara,Permanent agriculture,2015,14259
Indonesia,Maluku Utara,Settlements & Infrastructure,2015,316
Indonesia,Maluku Utara,Shifting cultivation,2015,11585
Indonesia,Maluku Utara,Wildfire,2015,10128
Indonesia,Maluku Utara,Hard commodities,2016,699
Indonesia,Maluku Utara,Logging,2016,3704
Indonesia,Maluku Utara,Other natural disturbances,2016,569
Indonesia,Maluku Utara,Permanent agriculture,2016,6968
Indonesia,Maluku Utara,Settlements & Infrastructure,2016,125
Indonesia,Maluku Utara,Shifting cultivation,2016,4202
Indonesia,Maluku Utara,Wildfire,2016,10526
Indonesia,Maluku Utara,Hard commodities,2017,114
Indonesia,Maluku Utara,Logging,2017,3004
Indonesia,Maluku Utara,Other natural disturbances,2017,151
Indonesia,Maluku Utara,Permanent agriculture,2017,3585
Indonesia,Maluku Utara,Settlements & Infrastructure,2017,91
Indonesia,Maluku Utara,Shifting cultivation,2017,3336
Indonesia,Maluku Utara,Wildfire,2017,246
Indonesia,Maluku Utara,Hard commodities,2018,376
Indonesia,Maluku Utara,Logging,2018,3147
Indonesia,Maluku Utara,Other natural disturbances,2018,107
Indonesia,Maluku Utara,Permanent agriculture,2018,4325
Indonesia,Maluku Utara,Settlements & Infrastructure,2018,161
Indonesia,Maluku Utara,Shifting cultivation,2018,3957
Indonesia,Maluku Utara,Wildfire,2018,278
Indonesia,Maluku Utara,Hard commodities,2019,599
Indonesia,Maluku Utara,Logging,2019,3247
Indonesia,Maluku Utara,Other natural disturbances,2019,114
Indonesia,Maluku Utara,Permanent agriculture,2019,5099
Indonesia,Maluku Utara,Settlements & Infrastructure,2019,181
Indonesia,Maluku Utara,Shifting cultivation,2019,4450
Indonesia,Maluku Utara,Wildfire,2019,463
Indonesia,Maluku Utara,Hard commodities,2020,552
Indonesia,Maluku Utara,Logging,2020,1978
Indonesia,Maluku Utara,Other natural disturbances,2020,105
Indonesia,Maluku Utara,Permanent agriculture,2020,2214
Indonesia,Maluku Utara,Settlements & Infrastructure,2020,90
Indonesia,Maluku Utara,Shifting cultivation,2020,2210
Indonesia,Maluku Utara,Wildfire,2020,253
Indonesia,Maluku Utara,Hard commodities,2021,631
Indonesia,Maluku Utara,Logging,2021,1737
Indonesia,Maluku Utara,Other natural disturbances,2021,121
Indonesia,Maluku Utara,Permanent agriculture,2021,1579
Indonesia,Maluku Utara,Settlements & Infrastructure,2021,138
Indonesia,Maluku Utara,Shifting cultivation,2021,1701
Indonesia,Maluku Utara,Wildfire,2021,114
Indonesia,Maluku Utara,Hard commodities,2022,1104
Indonesia,Maluku Utara,Logging,2022,1702
Indonesia,Maluku Utara,Other natural disturbances,2022,156
Indonesia,Maluku Utara,Permanent agriculture,2022,1463
Indonesia,Maluku Utara,Settlements & Infrastructure,2022,107
Indonesia,Maluku Utara,Shifting cultivation,2022,1631
Indonesia,Maluku Utara,Wildfire,2022,163
Indonesia,Maluku Utara,Hard commodities,2023,2061
Indonesia,Maluku Utara,Logging,2023,1970
Indonesia,Maluku Utara,Other natural disturbances,2023,135
Indonesia,Maluku Utara,Permanent agriculture,2023,3711
Indonesia,Maluku Utara,Settlements & Infrastructure,2023,154
Indonesia,Maluku Utara,Shifting cultivation,2023,3394
Indonesia,Maluku Utara,Wildfire,2023,458
Indonesia,Maluku Utara,Hard commodities,2024,1131
Indonesia,Maluku Utara,Logging,2024,2024
Indonesia,Maluku Utara,Other natural disturbances,2024,104
Indonesia,Maluku Utara,Permanent agriculture,2024,1789
Indonesia,Maluku Utara,Settlements & Infrastructure,2024,43
Indonesia,Maluku Utara,Shifting cultivation,2024,1959
Indonesia,Maluku Utara,Wildfire,2024,244
Indonesia,Maluku Utara,Hard commodities,2025,1397
Indonesia,Maluku Utara,Logging,2025,2721
Indonesia,Maluku Utara,Other natural disturbances,2025,202
Indonesia,Maluku Utara,Permanent agriculture,2025,2625
Indonesia,Maluku Utara,Settlements & Infrastructure,2025,78
Indonesia,Maluku Utara,Shifting cultivation,2025,1918
Indonesia,Maluku Utara,Wildfire,2025,400
Indonesia,Nusa Tenggara Barat,Hard commodities,2001,87
Indonesia,Nusa Tenggara Barat,Logging,2001,401
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2001,232
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2001,1726
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2001,31
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2001,327
Indonesia,Nusa Tenggara Barat,Wildfire,2001,6
Indonesia,Nusa Tenggara Barat,Hard commodities,2002,56
Indonesia,Nusa Tenggara Barat,Logging,2002,95
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2002,125
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2002,2041
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2002,10
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2002,294
Indonesia,Nusa Tenggara Barat,Wildfire,2002,21
Indonesia,Nusa Tenggara Barat,Hard commodities,2003,39
Indonesia,Nusa Tenggara Barat,Logging,2003,22
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2003,207
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2003,1276
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2003,5
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2003,123
Indonesia,Nusa Tenggara Barat,Wildfire,2003,25
Indonesia,Nusa Tenggara Barat,Hard commodities,2004,86
Indonesia,Nusa Tenggara Barat,Logging,2004,140
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2004,124
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2004,3850
